event_description,category,severity,location,industry,source
"Sea shipment from Tokyo, JP transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Tokyo, JP",Raw Materials,Historical Dataset
"Sea shipment from Santos, BR transporting Raw Materials experienced Port Congestion with a delay of 5 days.",Transportation,Medium,"Santos, BR",Raw Materials,Historical Dataset
"Sea shipment from Shanghai, CN transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Textiles,Historical Dataset
"Sea shipment from Shanghai, CN transporting Consumer Electronics experienced Port Congestion with a delay of 5 days.",Natural Disaster,High,"Shanghai, CN",Consumer Electronics,Historical Dataset
"Air shipment from Hamburg, DE transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Hamburg, DE",Pharmaceuticals,Historical Dataset
"Sea shipment from Tokyo, JP transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Pharmaceuticals,Historical Dataset
"Sea shipment from Mumbai, IN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Financial,Low,"Mumbai, IN",Raw Materials,Historical Dataset
"Air shipment from Mumbai, IN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Mumbai, IN",Pharmaceuticals,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Perishable Foods,Historical Dataset
"Sea shipment from Shanghai, CN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Auto Parts,Historical Dataset
"Sea shipment from Hamburg, DE transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Auto Parts,Historical Dataset
"Air shipment from Tokyo, JP transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Pharmaceuticals,Historical Dataset
"Sea shipment from Mumbai, IN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Auto Parts,Historical Dataset
"Sea shipment from Santos, BR transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Santos, BR",Auto Parts,Historical Dataset
"Air shipment from Hamburg, DE transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Hamburg, DE",Semiconductors,Historical Dataset
"Sea shipment from Santos, BR transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Santos, BR",Textiles,Historical Dataset
"Sea shipment from Santos, BR transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Auto Parts,Historical Dataset
"Sea shipment from Tokyo, JP transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Raw Materials,Historical Dataset
"Sea shipment from Tokyo, JP transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Auto Parts,Historical Dataset
"Sea shipment from Shanghai, CN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Auto Parts,Historical Dataset
"Air shipment from Mumbai, IN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Pharmaceuticals,Historical Dataset
"Sea shipment from Shanghai, CN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shanghai, CN",Perishable Foods,Historical Dataset
"Air shipment from Shenzhen, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shenzhen, CN",Semiconductors,Historical Dataset
"Sea shipment from Santos, BR transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Santos, BR",Consumer Electronics,Historical Dataset
"Sea shipment from Mumbai, IN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Perishable Foods,Historical Dataset
"Sea shipment from Hamburg, DE transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Hamburg, DE",Perishable Foods,Historical Dataset
"Air shipment from Tokyo, JP transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Pharmaceuticals,Historical Dataset
"Air shipment from Tokyo, JP transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Semiconductors,Historical Dataset
"Air shipment from Tokyo, JP transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Tokyo, JP",Semiconductors,Historical Dataset
"Sea shipment from Tokyo, JP transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Semiconductors,Historical Dataset
"Sea shipment from Hamburg, DE transporting Textiles experienced Port Congestion with a delay of 2 days.",Natural Disaster,High,"Hamburg, DE",Textiles,Historical Dataset
"Sea shipment from Hamburg, DE transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Consumer Electronics,Historical Dataset
"Sea shipment from Tokyo, JP transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Textiles,Historical Dataset
"Sea shipment from Mumbai, IN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Mumbai, IN",Consumer Electronics,Historical Dataset
"Air shipment from Hamburg, DE transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Pharmaceuticals,Historical Dataset
"Sea shipment from Tokyo, JP transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Tokyo, JP",Perishable Foods,Historical Dataset
"Sea shipment from Hamburg, DE transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Hamburg, DE",Semiconductors,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shenzhen, CN",Raw Materials,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Auto Parts,Historical Dataset
"Sea shipment from Shanghai, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shanghai, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Auto Parts,Historical Dataset
"Sea shipment from Tokyo, JP transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Textiles,Historical Dataset
"Sea shipment from Shanghai, CN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Consumer Electronics,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Consumer Electronics,Historical Dataset
"Sea shipment from Hamburg, DE transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Textiles,Historical Dataset
"Sea shipment from Hamburg, DE transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Hamburg, DE",Raw Materials,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Perishable Foods,Historical Dataset
"Sea shipment from Shanghai, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Pharmaceuticals,Historical Dataset
"Air shipment from Hamburg, DE transporting Semiconductors experienced Port Congestion with a delay of 5 days.",Transportation,Medium,"Hamburg, DE",Semiconductors,Historical Dataset
"Sea shipment from Santos, BR transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Auto Parts,Historical Dataset
"Air shipment from Shanghai, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Pharmaceuticals,Historical Dataset
"Sea shipment from Tokyo, JP transporting Perishable Foods experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Tokyo, JP",Perishable Foods,Historical Dataset
"Sea shipment from Shanghai, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shanghai, CN",Semiconductors,Historical Dataset
"Sea shipment from Mumbai, IN transporting Raw Materials experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Mumbai, IN",Raw Materials,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shenzhen, CN",Semiconductors,Historical Dataset
"Sea shipment from Mumbai, IN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Mumbai, IN",Consumer Electronics,Historical Dataset
"Sea shipment from Tokyo, JP transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Tokyo, JP",Auto Parts,Historical Dataset
"Sea shipment from Hamburg, DE transporting Raw Materials experienced Port Congestion with a delay of 3 days.",Transportation,Low,"Hamburg, DE",Raw Materials,Historical Dataset
"Sea shipment from Shanghai, CN transporting Consumer Electronics experienced Severe Weather (Typhoon/Storm) with a delay of 5 days.",Natural Disaster,Medium,"Shanghai, CN",Consumer Electronics,Historical Dataset
"Sea shipment from Santos, BR transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Santos, BR",Textiles,Historical Dataset
"Sea shipment from Shenzhen, CN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shenzhen, CN",Auto Parts,Historical Dataset
"Air shipment from Shenzhen, CN transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shenzhen, CN",Semiconductors,Historical Dataset
"Sea shipment from Tokyo, JP transporting Textiles experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Tokyo, JP",Textiles,Historical Dataset
"Sea shipment from Shanghai, CN transporting Auto Parts experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Shanghai, CN",Auto Parts,Historical Dataset
"Sea shipment from Santos, BR transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Natural Disaster,High,"Santos, BR",Consumer Electronics,Historical Dataset
"Sea shipment from Hamburg, DE transporting Raw Materials experienced Port Congestion with a delay of 6 days.",Transportation,Medium,"Hamburg, DE",Raw Materials,Historical Dataset
"Sea shipment from Shanghai, CN transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Low,"Shanghai, CN",Consumer Electronics,Historical Dataset
"Sea shipment from Tokyo, JP transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Tokyo, JP",Consumer Electronics,Historical Dataset
"Sea shipment from Tokyo, JP transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Tokyo, JP",Consumer Electronics,Historical Dataset
"Air shipment from Shenzhen, CN transporting Pharmaceuticals experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Shenzhen, CN",Pharmaceuticals,Historical Dataset
"Air shipment from Hamburg, DE transporting Semiconductors experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Hamburg, DE",Semiconductors,Historical Dataset
"Sea shipment from Hamburg, DE transporting Consumer Electronics experienced No Major Disruption with a delay of 0 days.",Transportation,Medium,"Hamburg, DE",Consumer Electronics,Historical Dataset
