event_description,category,severity,location,industry,source
"Earthquake damaged transportation infrastructure around Tokyo, JP.",Natural Disaster,High,"Tokyo, JP",Semiconductors,AI Generated Historical Dataset
"Trade sanctions disrupted exports from Mumbai, IN.",Political,Low,"Mumbai, IN",Textiles,AI Generated Historical Dataset
"Airport cargo operations were suspended in Los Angeles, US.",Transportation,High,"Los Angeles, US",Textiles,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Low,Singapore,Manufacturing,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Los Angeles, US.",Transportation,Medium,"Los Angeles, US",Logistics,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,Low,"Mumbai, IN",Semiconductors,AI Generated Historical Dataset
"Port congestion delayed container shipments in Shanghai, CN.",Transportation,Medium,"Shanghai, CN",Logistics,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Dubai, UAE.",Natural Disaster,Medium,"Dubai, UAE",Logistics,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Dubai, UAE.",Transportation,Medium,"Dubai, UAE",Textiles,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,Medium,"Tokyo, JP",Logistics,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Medium,"Dubai, UAE",Electronics,AI Generated Historical Dataset
"A powerful typhoon disrupted logistics operations in Seoul, KR.",Natural Disaster,High,"Seoul, KR",Energy,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Seoul, KR.",Natural Disaster,Low,"Seoul, KR",Retail,AI Generated Historical Dataset
Supplier failed to deliver critical components to factories.,Supplier,Low,"Mumbai, IN",Electronics,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Mumbai, IN.",Natural Disaster,High,"Mumbai, IN",Manufacturing,AI Generated Historical Dataset
"Shipping vessel breakdown caused delivery delays near Rotterdam, NL.",Transportation,Medium,"Rotterdam, NL",Electronics,AI Generated Historical Dataset
"Factory shutdown caused supply shortages in Hamburg, DE.",Supplier,Low,"Hamburg, DE",Textiles,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Medium,"Hamburg, DE",Textiles,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Hamburg, DE.",Natural Disaster,High,"Hamburg, DE",Pharmaceuticals,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Dubai, UAE.",Natural Disaster,High,"Dubai, UAE",Food,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,High,"Taipei, TW",Automotive,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Seoul, KR.",Transportation,Low,"Seoul, KR",Energy,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Rotterdam, NL, delaying shipments.",Natural Disaster,Medium,"Rotterdam, NL",Manufacturing,AI Generated Historical Dataset
"A powerful typhoon disrupted logistics operations in Hamburg, DE.",Natural Disaster,Medium,"Hamburg, DE",Semiconductors,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Rotterdam, NL.",Natural Disaster,High,"Rotterdam, NL",Food,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Taipei, TW.",Transportation,Medium,"Taipei, TW",Automotive,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Tokyo, JP, delaying shipments.",Natural Disaster,Medium,"Tokyo, JP",Automotive,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,High,"Los Angeles, US",Electronics,AI Generated Historical Dataset
Factory shutdown caused supply shortages in Singapore.,Supplier,High,Singapore,Electronics,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,Medium,"Mumbai, IN",Semiconductors,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,High,"Dubai, UAE",Energy,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,Medium,"Taipei, TW",Manufacturing,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Shanghai, CN, delaying shipments.",Natural Disaster,Medium,"Shanghai, CN",Pharmaceuticals,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Low,"Rotterdam, NL",Automotive,AI Generated Historical Dataset
"Shipping vessel breakdown caused delivery delays near Hamburg, DE.",Transportation,Low,"Hamburg, DE",Semiconductors,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Mumbai, IN.",Supplier,Medium,"Mumbai, IN",Semiconductors,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,Medium,Singapore,Pharmaceuticals,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,Medium,"Los Angeles, US",Manufacturing,AI Generated Historical Dataset
"Raw material shortage disrupted production in Dubai, UAE.",Supplier,Medium,"Dubai, UAE",Pharmaceuticals,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Mumbai, IN.",Supplier,High,"Mumbai, IN",Textiles,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,High,Singapore,Food,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,Low,"Rotterdam, NL",Manufacturing,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Tokyo, JP, delaying shipments.",Natural Disaster,Medium,"Tokyo, JP",Pharmaceuticals,AI Generated Historical Dataset
"Factory shutdown caused supply shortages in Hamburg, DE.",Supplier,Low,"Hamburg, DE",Automotive,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Tokyo, JP.",Transportation,Medium,"Tokyo, JP",Electronics,AI Generated Historical Dataset
Supplier failed to deliver critical components to factories.,Supplier,Medium,"Rotterdam, NL",Electronics,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Taipei, TW.",Transportation,Medium,"Taipei, TW",Retail,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,Low,Singapore,Energy,AI Generated Historical Dataset
"Port congestion delayed container shipments in Seoul, KR.",Transportation,High,"Seoul, KR",Electronics,AI Generated Historical Dataset
"Cyclone interrupted cargo movement across Taipei, TW.",Natural Disaster,Low,"Taipei, TW",Automotive,AI Generated Historical Dataset
Supplier failed to deliver critical components to factories.,Supplier,High,"Dubai, UAE",Energy,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Dubai, UAE.",Transportation,High,"Dubai, UAE",Pharmaceuticals,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Taipei, TW.",Transportation,Low,"Taipei, TW",Automotive,AI Generated Historical Dataset
"Major supplier bankruptcy affected manufacturing in Rotterdam, NL.",Supplier,Low,"Rotterdam, NL",Retail,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Medium,"Seoul, KR",Food,AI Generated Historical Dataset
"Earthquake damaged transportation infrastructure around Shanghai, CN.",Natural Disaster,Medium,"Shanghai, CN",Manufacturing,AI Generated Historical Dataset
"Shipping vessel breakdown caused delivery delays near Tokyo, JP.",Transportation,Medium,"Tokyo, JP",Semiconductors,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Rotterdam, NL.",Transportation,Medium,"Rotterdam, NL",Retail,AI Generated Historical Dataset
"Inflation raised logistics expenses across Dubai, UAE.",Financial,Medium,"Dubai, UAE",Semiconductors,AI Generated Historical Dataset
"Port congestion delayed container shipments in Tokyo, JP.",Transportation,Medium,"Tokyo, JP",Retail,AI Generated Historical Dataset
"Airport cargo operations were suspended in Taipei, TW.",Transportation,Medium,"Taipei, TW",Manufacturing,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Medium,"Hamburg, DE",Manufacturing,AI Generated Historical Dataset
"Raw material shortage disrupted production in Mumbai, IN.",Supplier,High,"Mumbai, IN",Pharmaceuticals,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,High,"Rotterdam, NL",Pharmaceuticals,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,High,"Shanghai, CN",Manufacturing,AI Generated Historical Dataset
"Railway maintenance delayed cargo transportation in Dubai, UAE.",Transportation,Low,"Dubai, UAE",Logistics,AI Generated Historical Dataset
"Flooding forced temporary closure of warehouses in Rotterdam, NL.",Natural Disaster,Low,"Rotterdam, NL",Electronics,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,Medium,"Tokyo, JP",Electronics,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,High,Singapore,Retail,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Medium,"Mumbai, IN",Manufacturing,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,High,"Shanghai, CN",Pharmaceuticals,AI Generated Historical Dataset
Economic slowdown reduced supply chain efficiency.,Financial,High,Singapore,Textiles,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Low,"Rotterdam, NL",Semiconductors,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Tokyo, JP, delaying shipments.",Natural Disaster,Medium,"Tokyo, JP",Logistics,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,High,Singapore,Retail,AI Generated Historical Dataset
"Raw material shortage disrupted production in Tokyo, JP.",Supplier,Medium,"Tokyo, JP",Textiles,AI Generated Historical Dataset
Flooding forced temporary closure of warehouses in Singapore.,Natural Disaster,High,Singapore,Pharmaceuticals,AI Generated Historical Dataset
Regional conflict disrupted logistics routes.,Political,Medium,"Taipei, TW",Semiconductors,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Medium,"Shanghai, CN",Electronics,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,Medium,"Tokyo, JP",Energy,AI Generated Historical Dataset
Port congestion delayed container shipments in Singapore.,Transportation,Medium,Singapore,Manufacturing,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Hamburg, DE.",Transportation,High,"Hamburg, DE",Manufacturing,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,High,"Shanghai, CN",Energy,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Mumbai, IN, delaying shipments.",Natural Disaster,Medium,"Mumbai, IN",Energy,AI Generated Historical Dataset
"Port congestion delayed container shipments in Shanghai, CN.",Transportation,Medium,"Shanghai, CN",Retail,AI Generated Historical Dataset
"Heavy rainfall caused severe flooding near Singapore, delaying shipments.",Natural Disaster,Medium,Singapore,Manufacturing,AI Generated Historical Dataset
Government policy changes affected import operations.,Political,High,"Hamburg, DE",Energy,AI Generated Historical Dataset
"Truck drivers' strike disrupted deliveries in Dubai, UAE.",Transportation,High,"Dubai, UAE",Manufacturing,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,High,"Los Angeles, US",Retail,AI Generated Historical Dataset
Currency fluctuations affected import pricing.,Financial,Medium,"Taipei, TW",Semiconductors,AI Generated Historical Dataset
"Airport cargo operations were suspended in Rotterdam, NL.",Transportation,Low,"Rotterdam, NL",Automotive,AI Generated Historical Dataset
"Raw material shortage disrupted production in Taipei, TW.",Supplier,Low,"Taipei, TW",Logistics,AI Generated Historical Dataset
Border restrictions delayed international shipments.,Political,Medium,"Rotterdam, NL",Food,AI Generated Historical Dataset
"Port congestion delayed container shipments in Los Angeles, US.",Transportation,High,"Los Angeles, US",Semiconductors,AI Generated Historical Dataset
Freight costs surged because of market instability.,Financial,High,"Shanghai, CN",Textiles,AI Generated Historical Dataset
"Trade sanctions disrupted exports from Hamburg, DE.",Political,Medium,"Hamburg, DE",Retail,AI Generated Historical Dataset
Fuel prices increased transportation costs significantly.,Financial,Medium,"Taipei, TW",Semiconductors,AI Generated Historical Dataset
Political conflict interrupted cross-border transportation.,Political,High,"Hamburg, DE",Electronics,AI Generated Historical Dataset
Component supplier unexpectedly halted production.,Supplier,High,"Los Angeles, US",Retail,AI Generated Historical Dataset
